Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Characteristics of material,Material type,Additives,Reference,Trade name/ Grade/ Manufacturer,Remarks,[proc] Compression,[proc] Shape of Test Piece,Molecular weight,[proc] Extrusion,[proc] Stretching,[proc] Remarks,State after processing,Morphology,Melt flow rate,Mixing / Blending method,[proc] Quenching,Stereoregularity,[proc]  Melt casting,[proc] Annealing,[poly] Reactant,[poly] Type,[poly] Polymn. remarks,Degree of polymerization,[proc] Foaming,[proc] Injection,[proc] As received,[proc] Aging,[proc] Aging and thermal shock testing,[proc] batch foaming,[poly] Mechanism,[poly] Style,[poly] Solvent,[poly] Initiator,[poly] Reference,[poly] Polymer reaction condition,[poly] Prepolymer name,Crosslink density,[poly] Additives,[poly] Condition,[proc] as processed,[proc] Extrusion&Compression,[proc] Electrospinning,[proc] Solvent casting,[proc] Electrospinning&Compression,[poly] Catalyst,[poly] Terminator,[poly] Post-treatment,Type of crystal,Other 1st structure info,Crystallinity,log10(thermal_con),thermal_con,[thermal_con] method,[thermal_con] condition,[thermal_con] temp,[thermal_con] remarks,thickness_raw,thickness,log10(thickness)
49727-14-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,surface modified hollow glass microsphere(HGM);vol%;30;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S38HS, obtained from 3M China Ltd., true density=0.38g/cm3, particle size(D50)=40micron, wall thickness=1.05micron, compressive strength=37.9MPa, thermal cond. =0.176-0.131W/mK, dielectric const. at 1MHz=1.732, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm, (microwave dielectric properties)d=30mm, t=16mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6108339156354675,0.245,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm, (microwave dielectric properties)d=30mm, t=16mm",0.0025,-2.6020599913279625
49727-15-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,surface modified hollow glass microsphere(HGM);vol%;40;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S38HS, obtained from 3M China Ltd., true density=0.38g/cm3, particle size(D50)=40micron, wall thickness=1.05micron, compressive strength=37.9MPa, thermal cond. =0.176-0.131W/mK, dielectric const. at 1MHz=1.732, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6497519816658371,0.224,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-16-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,surface modified hollow glass microsphere(HGM);vol%;50;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S38HS, obtained from 3M China Ltd., true density=0.38g/cm3, particle size(D50)=40micron, wall thickness=1.05micron, compressive strength=37.9MPa, thermal cond. =0.176-0.131W/mK, dielectric const. at 1MHz=1.732, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6675615400843947,0.215,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-17-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;10;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)] HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S60HS, obtained from 3M China Ltd., true density=0.60g/cm3, particle size(D50)=30micron, wall thickness=1.29micron, compressive strength=124MPa, thermal cond. =0.266-0.200W/mK, dielectric const. at 1MHz=2.172, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5257837359237448,0.298,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-18-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;20;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S60HS, obtained from 3M China Ltd., true density=0.60g/cm3, particle size(D50)=30micron, wall thickness=1.29micron, compressive strength=124MPa, thermal cond. =0.266-0.200W/mK, dielectric const. at 1MHz=2.172, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.543633966870957,0.286,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-19-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;30;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S60HS, obtained from 3M China Ltd., true density=0.60g/cm3, particle size(D50)=30micron, wall thickness=1.29micron, compressive strength=124MPa, thermal cond. =0.266-0.200W/mK, dielectric const. at 1MHz=2.172, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.562249437179612,0.274,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-20-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;40;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S60HS, obtained from 3M China Ltd., true density=0.60g/cm3, particle size(D50)=30micron, wall thickness=1.29micron, compressive strength=124MPa, thermal cond. =0.266-0.200W/mK, dielectric const. at 1MHz=2.172, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5816987086802545,0.262,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-21-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;50;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S60HS, obtained from 3M China Ltd., true density=0.60g/cm3, particle size(D50)=30micron, wall thickness=1.29micron, compressive strength=124MPa, thermal cond. =0.266-0.200W/mK, dielectric const. at 1MHz=2.172, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6179829574251317,0.241,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 5,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm",0.0025,-2.6020599913279625
49727-22-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,linear,Composite,Surface modified hollow glass microsphere(HGM);vol%;30;," Engineering , 58 , 91-102 (2014)",,"[low-density polyethylene(LDPE)] Qilu Petrochemical Corporation of China, density=0.93g/cm3, [surface modified hollow glass microsphere(HGM)]HGM added to 3wt% of EtOH aq.  soln. of KH-570 coupling agent and reacted at 80C for 30min, [HGM] S38HS, obtained from 3M China Ltd., true density=0.38g/cm3, particle size(D50)=40micron, wall thickness=1.05micron, compressive strength=37.9MPa, thermal cond. =0.176-0.131W/mK, dielectric const. at 1MHz=1.732, [KH-570 coupling agent] gamma-methylacryloxypropyl trimethoxy silane, obtained from Jiangsu Chenguang Coincident Dose Co. Ltd.","Melted at 140C under 10MPa in a die, then cooled under pressure",Plate,,,,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm, (microwave dielectric properties)d=30mm, t=16mm",,,,Mixed for 240min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6143937264016879,0.243,Thermal cond. meter,20 ... 60 [C],60.0,Taken from the Fig. 3a,"(thermal conductivity)d=30mm, t=2.5mm, (low frequency dielectric properties)10*10*2.5mm, (microwave dielectric properties)d=30mm, t=16mm",0.0025,-2.6020599913279625
49848-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK35);vol%;5;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK35] supplied by Molus Co., Ltd., German, mean diam.=35micron, d.=680kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.638272163982407,0.23,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK35);vol%;10;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK35] supplied by Molus Co., Ltd., German, mean diam.=35micron, d.=680kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6575773191777937,0.22,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK35);vol%;15;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK35] supplied by Molus Co., Ltd., German, mean diam.=35micron, d.=680kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6716203965612623,0.213,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK35);vol%;20;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK35] supplied by Molus Co., Ltd., German, mean diam.=35micron, d.=680kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,Roughly uniform dispersion and distribution of HGBs observed in PP matrix (SEM),,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7399286120149252,0.182,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK70);vol%;5;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK70] supplied by Molus Co., Ltd., German, mean diam.=70micron, d.=210kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6478174818886375,0.225,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK70);vol%;10;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK70] supplied by Molus Co., Ltd., German, mean diam.=70micron, d.=210kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6716203965612623,0.213,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-8-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK70);vol%;15;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK70] supplied by Molus Co., Ltd., German, mean diam.=70micron, d.=210kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,,,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6716203965612623,0.213,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49848-9-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,"hollow glass beads (HGB, TK70);vol%;20;microparticle"," Engineering , 56 , 431-434 (2014)",,"[PP] CJS-700 (injection grade);Guangzhou petrochemical Co., Ltd., China, d.=0.91g/cm3, MFI(230C, 2.16kg)=12g/10min, thermal cond.=0.2W/(m*K), [HGB, TK70] supplied by Molus Co., Ltd., German, mean diam.=70micron, d.=210kg/m3, the surface of the particles pretreated with silane coupling agent by the supplier (reported)",,Square plate,,,,50*50*6mm,,Roughly uniform dispersion and distribution of HGBs observed in PP matrix (SEM),,"First, PP and HGB simply mixed, then compounded at 160-230C and 25rpm using twin-screw extruder and granulated",,,,,,,,,,Pre-dried composite injection molded at 160-240C,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7304870557820837,0.186,Protecting heat plate method,27 [C],27.0,"Effective thermal cond. [k(eff)], taken from the Fig.2",50*50*6mm,0.006,-2.221848749616356
49858-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium nitride (AlN);vol%;5.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [AlN] purchased from M/s Alfa Aesar Limited-Beijing, China, av. particle size=60-80micron, d.=3.30g/cm3, thermal cond.=160W/(m*K), CTE=4.5E(-6)/C, dielectric const. (1MHz)=8.9 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,,,PP and AlN filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6989700043360187,0.2,Guarded heat flow meter test method,,,Taken from the Fig.4,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
49858-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium nitride (AlN);vol%;15.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [AlN] purchased from M/s Alfa Aesar Limited-Beijing, China, av. particle size=60-80micron, d.=3.30g/cm3, thermal cond.=160W/(m*K), CTE=4.5E(-6)/C, dielectric const. (1MHz)=8.9 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,,,PP and AlN filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.494850021680094,0.32,Guarded heat flow meter test method,,,Taken from the Fig.4,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
49858-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium nitride (AlN);vol%;20.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [AlN] purchased from M/s Alfa Aesar Limited-Beijing, China, av. particle size=60-80micron, d.=3.30g/cm3, thermal cond.=160W/(m*K), CTE=4.5E(-6)/C, dielectric const. (1MHz)=8.9 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,Slight agglomerations of AlN particles observed (SEM),,PP and AlN filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4089353929735008,0.39,Guarded heat flow meter test method,,,Taken from the Fig.4,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
49858-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium nitride (AlN);vol%;25.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [AlN] purchased from M/s Alfa Aesar Limited-Beijing, China, av. particle size=60-80micron, d.=3.30g/cm3, thermal cond.=160W/(m*K), CTE=4.5E(-6)/C, dielectric const. (1MHz)=8.9 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,,,PP and AlN filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1938200260161128,0.64,Guarded heat flow meter test method,,,Taken from the Fig.4,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
49858-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium oxide (Al2O3);vol%;5.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [Al2O3] purchased from Rankem Limited, India, av. particle size=90-100micron, d.=3.89g/cm3, thermal cond.=35W/(m*K), CTE=8.1E(-6)/C, dielectric const. (1MHz)=9.8 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,,,PP and Al2O3 filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,Guarded heat flow meter test method,,,Taken from the Fig.5,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
49858-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic",Composite,aluminium oxide (Al2O3);vol%;15.0;particle," Materials in Electronics , 26 , 1 , 103-112 (2015)",,"[PP] M110;Reliance Industries Limited, India, d.=0.92g/cm3, [Al2O3] purchased from Rankem Limited, India, av. particle size=90-100micron, d.=3.89g/cm3, thermal cond.=35W/(m*K), CTE=8.1E(-6)/C, dielectric const. (1MHz)=9.8 (reported)","190C, 150kg/cm2, ca.3min",Sheet,,,,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",,,,PP and Al2O3 filler melt mixed at 190C for 12min using Rheomix batch mixer as per ASTM D2538 and cut into small pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5086383061657274,0.31,Guarded heat flow meter test method,,,Taken from the Fig.5,"150*150*3mm (test sample cut from this sheet), (Thermal cond.) disk-shaped, d=50mm, t=3mm, (Dielectric const.) disk-shaped, d=15mm, t=1.6-2mm",0.003,-2.5228787452803374
