Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Trade name/ Grade/ Manufacturer,Characteristics of material,Material type,Additives,[proc] Compression,[proc] Shape of Test Piece,[proc] Remarks,Reference,Sequence info,Remarks,Mixing / Blending method,State after processing,Molecular weight,Stereoregularity,[proc] Quenching,Melt flow rate,[proc] Extrusion,[proc] Solvent casting,[poly] Reactant,[poly] Type,[poly] Style,[proc] Aging,[proc] Injection,[poly] Mechanism,[poly] Initiator,[poly] Additives,[poly] Condition,[poly] Post-treatment,[poly] Polymn. remarks,[proc] Heating-cooling cycle,[poly] Solvent,[poly] Reference,[proc] Spinning,[proc] Solvent casting & Compression,[proc] Solvent casting&Reaction molding,Morphology,Type of crystal,[proc] Heat-treatment,[proc] Stretching,[proc] Quenching&Annealing,[proc] Annealing,[proc] Annealing&Cooling,[proc] Electrospinning,[proc] Solvent casting&Compression,[proc] Annealing&single shear deformation,[proc] Annealing&double shear deformation,[proc] Gelation/crystn. from dil. soln.,Crystallinity,[proc] Annealing&Shear deformation,[proc] Dip coating,Other 1st structure info,[poly] Catalyst,[poly] Terminator,[proc] Microinjection-compression,[proc] Microinjection,[proc] as processed,[proc] Spin coating,[proc] Coating,[poly] Prepolymer name,[poly] Polymer reaction condition,[proc] Soln. blow spinning,Doping agent,Branch/crosslink info,[proc] Crystallization,[proc] Bulk foaming,[proc] Sulfonation,[proc] spin coating,[proc] sintering,[proc] Thermal treatment,Method,Condition,Related Info.,elecon,log10(elecon),[elecon] condition,[elecon] remarks,[elecon] method,[elecon] temp,thickness_raw,thickness,log10(thickness)
47455-2-5-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;1.5,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 4.5[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 300h",,,,,,,,,,,,,1.8e-10,-9.744727494896694,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-2-6-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;1.5,180C,Film,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 6.2[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)","Mn=46100(GPC(SEC),THF, 25C, PS std.), Mw=101700(GPC(SEC),THF, 25C, PS std.), Mw/Mn=2.21(GPC(SEC),THF, 25C, PS std.)",,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 400h",,,,,,,,,,,,,3.2e-10,-9.494850021680094,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm",7e-05,-4.154901959985743
47455-3-1-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 0[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)","Mn=124700(GPC(SEC),THF, 25C, PS std.), Mw=198990(GPC(SEC),THF, 25C, PS std.), Mw/Mn=1.6(GPC(SEC),THF, 25C, PS std.)",,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 0h",,,,,,,,,,,,,0.00011,-3.958607314841775,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm",7e-05,-4.154901959985743
47455-3-2-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 0.6[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 24h",,,,,,,,,,,,,0.00013,-3.886056647693163,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-3-3-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 1.2[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 48h",,,,,,,,,,,,,7.5e-05,-4.1249387366083,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-3-4-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 4.5[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 100h",,,,,,,,,,,,,0.00011,-3.958607314841775,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-3-5-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 6.2[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 300h",,,,,,,,,,,,,0.0004,-3.397940008672037,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-3-6-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;3,180C,Film,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 7.6[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)","Mn=82070(GPC(SEC),THF, 25C, PS std.), Mw=140620(GPC(SEC),THF, 25C, PS std.), Mw/Mn=1.71(GPC(SEC),THF, 25C, PS std.)",,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 400h",,,,,,,,,,,,,0.001,-3.0,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm, [DMA] w=5mm, l=20mm",7e-05,-4.154901959985743
47455-4-1-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm, [DMA] l=5mm, w=20mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 0.1[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)","Mn=125730(GPC(SEC),THF, 25C, PS std.), Mw=203080(GPC(SEC),THF, 25C, PS std.), Mw/Mn=1.62(GPC(SEC),THF, 25C, PS std.)",,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 0h",,,,,,,,,,,,,0.009,-2.0457574905606752,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm, [DMA] l=5mm, w=20mm",7e-05,-4.154901959985743
47455-4-2-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 0.2[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 24h",,,,,,,,,,,,,0.01,-2.0,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-4-3-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 0.7[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 48h",,,,,,,,,,,,,0.01,-2.0,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-4-4-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 3.8[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 100h",,,,,,,,,,,,,0.013,-1.8860566476931635,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-4-5-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 6.7[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)",,,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 300h",,,,,,,,,,,,,0.021,-1.6777807052660807,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm",7e-05,-4.154901959985743
47455-4-6-1,P090176,poly(lactic acid),Homopolymer,Polyesters/thioesters,C3H4O2,72.06,,"linear,Thermoplastic,Electroconductive,Crystal",Composite,MWCNT;wt%;5,180C,Film,"t=70micron, [Tensile properties] l=10mm, [DMA] l=5mm, w=20mm","Gorrasi, Giuliana; Sorrentino, Andrea , Polymer Degradation and Stability , 98 , 5 , 963-971 (2013)",,"[PLA] PLA Polymer 2002D in pellet form, supplied by NatureWorks, Mn=2.35E(5), Mw=1.45E(5), PDI=1.62, [MWCNT] synthesized by catalytic vapor deposition (CVD), carbon content >98%, d=6-13nm, l=2.5-20micron, BET specific surface area 220m2/g, obtained from Aldrich","PLA/MWCNT processed using twin-screw extruder at 180C, 150rpm for 5min","Crystalca 8.8[%](DSC,Heating rate 5C/min, N2,Taken from the Fig. 6)","Mn=95930(GPC(SEC),THF, 25C, PS std.), Mw=182190(GPC(SEC),THF, 25C, PS std.), Mw/Mn=1.9(GPC(SEC),THF, 25C, PS std.)",,,,,,,polymer reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA film,"[UV irradn.] 220-640nm, ca. 125W/m2, 30C, 50%RH, 400h",,,,,,,,,,,,,0.035,-1.4559319556497243,"23 [C] , Voltage from -10 to 10V",Taken from the Fig. 4,Two-probe resistance measurement,23.0,"t=70micron, [Tensile properties] l=10mm, [DMA] l=5mm, w=20mm",7e-05,-4.154901959985743
47499-2-1-3,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;1.4;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,2.4e-13,-12.619788758288394,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-3-1-3,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;5.4;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,3.9e-13,-12.4089353929735,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-4-1-3,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;6.6;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,5.5e-12,-11.259637310505756,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-5-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;12.2;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,6.6e-08,-7.180456064458132,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-6-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;14.3;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,1.6e-07,-6.795880017344075,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-7-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;15.3;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,2.4e-07,-6.619788758288394,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
47499-8-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,graphene nanosheet(GNS);wt%;20.9;,Compressed at 160C and 5t/cm for 3min in Carver press,Film,t=50-70micron,"Fim, Fabiana de C.; Basso, Nara R. S.; Graebin, Ana P.; Azambuja, Denise S.; Galland, Griselda B. , Journal of Applied Polymer Science , 128 , 5 , 2630-2637 (2013)",,"[graphene nanosheet(GNS)] expanded graphite suspended in 70% EtOH with ultrasound for 8h, then stirred with 15wt% methylaluminoxane(MAO) in toluene for 30min and toluene removed(MAO-treated GNS), [expanded graphite] Micrograf HC11, obtained from Nacional Grafite",,,"Mw=ca 55000([Not Reported]), Mw/Mn=3([Not Reported])",,,,,,ethylene,addition,solution polymn.,,,,,MAO-treated GNS,"Polymd. at 70C with 2.8bar ethylene pressure for 30min, Al/Zr=1000",,,,toluene,,,,,,,,,,,,,,,,,,,,,CpZrCl2/methylaluminoxane,,,,,,,,,,,,,,,,,,,,,0.00013,-3.886056647693163,"25 [C] , 100mHz-1MHz",,Impedance measurement,25.0,t=50-70micron,6e-05,-4.221848749616356
